time,day_of_week,location,is_holiday,weather_condition,total_slots,free_slots_4w,free_slots_2w,event_nearby
08:00-10:00,Sunday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,379,146,0
06:00-08:00,Sunday,"Total Mall, Old Airport Road",0,Windy,300,18,56,0
02:00-04:00,Friday,Jayanagar 4th Block,0,Sunny,550,29,141,1
00:00-02:00,Monday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,979,161,0
18:00-20:00,Monday,Brigade Road,0,Windy,385,21,63,0
10:00-12:00,Tuesday,"Orion Mall, Malleshwaram",0,Windy,6200,1507,504,0
00:00-02:00,Monday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,372,230,0
20:00-22:00,Saturday,Indiranagar 100 Feet Road,1,Cloudy,400,36,17,0
00:00-02:00,Tuesday,Indiranagar 100 Feet Road,0,Rainy,400,50,79,1
10:00-12:00,Tuesday,"Orion Mall, Malleshwaram",0,Sunny,6200,1875,220,0
16:00-18:00,Monday,Indiranagar 100 Feet Road,0,Sunny,400,10,15,1
10:00-12:00,Saturday,Indiranagar 100 Feet Road,0,Rainy,400,53,75,0
14:00-16:00,Saturday,"Orion Mall, Malleshwaram",0,Sunny,6200,926,152,1
20:00-22:00,Sunday,Brigade Road,0,Cloudy,385,6,48,0
16:00-18:00,Thursday,"Manyata Tech Park, Hebbal",0,Sunny,1700,281,150,0
12:00-14:00,Friday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,1277,274,0
14:00-16:00,Sunday,"International Tech Park (ITPL), Whitefield",1,Cloudy,1400,337,117,1
02:00-04:00,Thursday,Commercial Street,0,Windy,325,41,109,0
06:00-08:00,Sunday,Citywide Parking Overview,0,Cloudy,5300,333,1207,0
16:00-18:00,Monday,Indiranagar 100 Feet Road,0,Cloudy,400,36,47,0
18:00-20:00,Friday,JC Road Multi-Level Parking,0,Cloudy,300,20,14,1
22:00-24:00,Friday,"Total Mall, Old Airport Road",0,Cloudy,300,50,89,0
04:00-06:00,Thursday,Indiranagar 100 Feet Road,0,Cloudy,400,87,136,0
10:00-12:00,Thursday,Indiranagar 100 Feet Road,0,Windy,400,66,147,0
10:00-12:00,Wednesday,Commercial Street,0,Windy,325,12,57,1
20:00-22:00,Monday,"Total Mall, Old Airport Road",0,Rainy,300,25,23,0
06:00-08:00,Tuesday,KR Market Parking Complex,0,Rainy,370,46,143,0
08:00-10:00,Monday,Jayanagar 4th Block,0,Rainy,550,80,184,0
10:00-12:00,Saturday,"Phoenix Marketcity, Whitefield",1,Cloudy,2200,360,158,0
04:00-06:00,Thursday,"Manyata Tech Park, Hebbal",0,Windy,1700,853,246,0
20:00-22:00,Sunday,"Total Mall, Old Airport Road",0,Windy,300,16,22,0
20:00-22:00,Saturday,"Manyata Tech Park, Hebbal",0,Windy,1700,117,96,0
12:00-14:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,839,323,0
22:00-24:00,Sunday,Citywide Parking Overview,0,Rainy,5300,391,751,0
20:00-22:00,Saturday,Citywide Parking Overview,0,Rainy,5300,99,752,0
00:00-02:00,Friday,Church Street,0,Sunny,500,90,156,0
04:00-06:00,Sunday,Indiranagar 100 Feet Road,0,Rainy,400,37,70,0
22:00-24:00,Friday,"Total Mall, Old Airport Road",0,Rainy,300,50,64,0
00:00-02:00,Thursday,Jayanagar 4th Block,0,Rainy,550,134,175,0
18:00-20:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,258,57,0
00:00-02:00,Sunday,Commercial Street,0,Cloudy,325,14,107,0
20:00-22:00,Monday,Church Street,0,Rainy,500,46,65,1
22:00-24:00,Saturday,KR Market Parking Complex,0,Windy,370,14,77,0
04:00-06:00,Saturday,"Total Mall, Old Airport Road",0,Cloudy,300,18,73,0
12:00-14:00,Thursday,"Manyata Tech Park, Hebbal",1,Sunny,1700,132,207,1
08:00-10:00,Sunday,Church Street,0,Rainy,500,66,153,1
22:00-24:00,Wednesday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,939,332,0
22:00-24:00,Tuesday,"Total Mall, Old Airport Road",0,Cloudy,300,57,128,0
12:00-14:00,Sunday,Church Street,1,Windy,500,38,95,0
18:00-20:00,Thursday,"Manyata Tech Park, Hebbal",0,Rainy,1700,361,91,0
06:00-08:00,Saturday,Indiranagar 100 Feet Road,0,Cloudy,400,52,57,0
18:00-20:00,Friday,Commercial Street,0,Sunny,325,8,55,1
06:00-08:00,Tuesday,Citywide Parking Overview,1,Cloudy,5300,230,958,1
14:00-16:00,Tuesday,"Total Mall, Old Airport Road",0,Cloudy,300,36,107,0
22:00-24:00,Sunday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,427,67,1
02:00-04:00,Sunday,KR Market Parking Complex,0,Cloudy,370,11,140,0
02:00-04:00,Monday,KR Market Parking Complex,0,Rainy,370,34,44,1
08:00-10:00,Thursday,Commercial Street,0,Sunny,325,33,120,0
06:00-08:00,Sunday,Jayanagar 4th Block,0,Cloudy,550,78,81,0
14:00-16:00,Friday,"International Tech Park (ITPL), Whitefield",1,Rainy,1400,344,94,0
12:00-14:00,Friday,"Orion Mall, Malleshwaram",0,Cloudy,6200,3356,654,0
14:00-16:00,Friday,Church Street,0,Sunny,500,156,155,0
20:00-22:00,Friday,"Total Mall, Old Airport Road",0,Rainy,300,6,35,1
12:00-14:00,Wednesday,KR Market Parking Complex,0,Cloudy,370,23,90,1
10:00-12:00,Friday,Freedom Park,1,Sunny,1400,277,117,0
04:00-06:00,Thursday,KR Market Parking Complex,0,Sunny,370,27,207,0
06:00-08:00,Friday,Freedom Park,1,Cloudy,1400,297,144,0
14:00-16:00,Thursday,"Total Mall, Old Airport Road",0,Sunny,300,47,89,0
14:00-16:00,Friday,JC Road Multi-Level Parking,0,Sunny,300,37,48,0
02:00-04:00,Wednesday,"Orion Mall, Malleshwaram",0,Windy,6200,2254,285,0
14:00-16:00,Tuesday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,593,206,0
08:00-10:00,Monday,Brigade Road,1,Windy,385,23,82,0
20:00-22:00,Monday,"Phoenix Marketcity, Whitefield",0,Windy,2200,424,65,0
16:00-18:00,Monday,KR Market Parking Complex,0,Sunny,370,8,31,1
04:00-06:00,Sunday,Citywide Parking Overview,0,Rainy,5300,227,709,1
04:00-06:00,Saturday,"Manyata Tech Park, Hebbal",0,Rainy,1700,255,131,0
22:00-24:00,Friday,"Total Mall, Old Airport Road",1,Windy,300,20,52,0
18:00-20:00,Tuesday,"Manyata Tech Park, Hebbal",0,Rainy,1700,267,46,1
00:00-02:00,Thursday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,200,125,1
06:00-08:00,Monday,"Orion Mall, Malleshwaram",0,Sunny,6200,2341,392,0
22:00-24:00,Monday,Commercial Street,0,Rainy,325,35,102,0
08:00-10:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,281,106,1
02:00-04:00,Saturday,Commercial Street,0,Windy,325,18,65,0
10:00-12:00,Sunday,Citywide Parking Overview,0,Cloudy,5300,631,1196,0
02:00-04:00,Monday,Brigade Road,0,Cloudy,385,28,75,0
16:00-18:00,Wednesday,Freedom Park,0,Cloudy,1400,359,105,0
04:00-06:00,Tuesday,KR Market Parking Complex,0,Windy,370,19,163,0
00:00-02:00,Saturday,Citywide Parking Overview,0,Cloudy,5300,396,1204,0
04:00-06:00,Thursday,"Orion Mall, Malleshwaram",0,Windy,6200,2509,659,0
10:00-12:00,Wednesday,Church Street,0,Rainy,500,57,171,0
16:00-18:00,Sunday,Indiranagar 100 Feet Road,0,Rainy,400,15,37,0
22:00-24:00,Wednesday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,576,305,0
18:00-20:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,109,38,0
06:00-08:00,Sunday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,227,126,0
16:00-18:00,Monday,"Total Mall, Old Airport Road",1,Sunny,300,14,16,0
16:00-18:00,Thursday,"Mantri Square Mall, Malleswaram",1,Windy,2350,157,110,0
00:00-02:00,Thursday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,849,125,1
22:00-24:00,Thursday,Citywide Parking Overview,1,Cloudy,5300,269,978,0
10:00-12:00,Friday,KR Market Parking Complex,0,Rainy,370,42,116,0
10:00-12:00,Thursday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,494,186,0
04:00-06:00,Thursday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,373,58,1
08:00-10:00,Tuesday,KR Market Parking Complex,1,Cloudy,370,17,48,0
22:00-24:00,Saturday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,452,63,0
04:00-06:00,Friday,"Orion Mall, Malleshwaram",0,Windy,6200,2536,412,0
22:00-24:00,Saturday,"International Tech Park (ITPL), Whitefield",1,Sunny,1400,124,79,0
06:00-08:00,Monday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,926,166,0
16:00-18:00,Friday,Commercial Street,0,Sunny,325,9,36,0
22:00-24:00,Sunday,Commercial Street,0,Windy,325,23,101,0
04:00-06:00,Saturday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,523,82,0
04:00-06:00,Tuesday,Indiranagar 100 Feet Road,1,Sunny,400,55,34,0
08:00-10:00,Monday,"Total Mall, Old Airport Road",0,Rainy,300,37,76,0
02:00-04:00,Wednesday,Indiranagar 100 Feet Road,1,Windy,400,29,36,1
00:00-02:00,Wednesday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,378,108,1
00:00-02:00,Sunday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,292,97,1
00:00-02:00,Friday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,288,133,0
12:00-14:00,Friday,"Total Mall, Old Airport Road",0,Windy,300,37,62,0
00:00-02:00,Monday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,380,167,0
00:00-02:00,Tuesday,"Total Mall, Old Airport Road",1,Windy,300,16,40,0
08:00-10:00,Saturday,Church Street,0,Cloudy,500,37,67,0
16:00-18:00,Thursday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,472,153,0
06:00-08:00,Wednesday,Freedom Park,0,Windy,1400,195,118,1
18:00-20:00,Monday,Jayanagar 4th Block,0,Windy,550,75,95,0
20:00-22:00,Monday,"Manyata Tech Park, Hebbal",0,Sunny,1700,317,137,0
14:00-16:00,Friday,Indiranagar 100 Feet Road,0,Sunny,400,103,92,0
02:00-04:00,Monday,JC Road Multi-Level Parking,1,Cloudy,300,61,24,0
18:00-20:00,Saturday,Brigade Road,0,Windy,385,11,21,1
20:00-22:00,Monday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,277,91,0
14:00-16:00,Monday,"Orion Mall, Malleshwaram",0,Rainy,6200,2750,384,0
14:00-16:00,Tuesday,"Total Mall, Old Airport Road",0,Sunny,300,23,45,0
18:00-20:00,Saturday,JC Road Multi-Level Parking,0,Cloudy,300,11,34,0
00:00-02:00,Wednesday,Jayanagar 4th Block,0,Sunny,550,65,137,0
18:00-20:00,Friday,"Orion Mall, Malleshwaram",0,Rainy,6200,965,175,0
04:00-06:00,Thursday,JC Road Multi-Level Parking,0,Sunny,300,72,108,0
04:00-06:00,Thursday,"Mantri Square Mall, Malleswaram",0,Windy,2350,449,210,0
20:00-22:00,Wednesday,"Total Mall, Old Airport Road",1,Cloudy,300,12,13,0
00:00-02:00,Monday,Commercial Street,0,Sunny,325,15,115,0
06:00-08:00,Monday,"Total Mall, Old Airport Road",0,Rainy,300,57,49,0
16:00-18:00,Thursday,"Total Mall, Old Airport Road",0,Cloudy,300,14,65,0
12:00-14:00,Monday,Freedom Park,0,Sunny,1400,283,216,0
16:00-18:00,Saturday,KR Market Parking Complex,0,Sunny,370,5,21,0
00:00-02:00,Monday,Citywide Parking Overview,0,Windy,5300,313,911,1
04:00-06:00,Wednesday,"International Tech Park (ITPL), Whitefield",1,Sunny,1400,186,61,0
12:00-14:00,Monday,Freedom Park,0,Windy,1400,516,140,0
08:00-10:00,Tuesday,"Manyata Tech Park, Hebbal",0,Windy,1700,439,200,1
14:00-16:00,Sunday,Jayanagar 4th Block,1,Sunny,550,79,78,0
14:00-16:00,Friday,Commercial Street,0,Sunny,325,23,122,0
08:00-10:00,Friday,Brigade Road,0,Rainy,385,59,207,0
02:00-04:00,Thursday,Freedom Park,0,Sunny,1400,512,80,0
18:00-20:00,Saturday,Commercial Street,0,Cloudy,325,3,23,0
02:00-04:00,Friday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,634,377,0
16:00-18:00,Wednesday,"Total Mall, Old Airport Road",0,Rainy,300,11,29,0
22:00-24:00,Saturday,KR Market Parking Complex,0,Sunny,370,23,85,0
22:00-24:00,Tuesday,Brigade Road,0,Sunny,385,56,190,0
02:00-04:00,Friday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,564,165,1
18:00-20:00,Thursday,"Orion Mall, Malleshwaram",0,Rainy,6200,1638,237,0
00:00-02:00,Thursday,Freedom Park,0,Rainy,1400,491,224,0
08:00-10:00,Thursday,Jayanagar 4th Block,0,Sunny,550,90,78,1
12:00-14:00,Saturday,JC Road Multi-Level Parking,0,Cloudy,300,65,23,0
22:00-24:00,Wednesday,Indiranagar 100 Feet Road,0,Windy,400,33,34,1
18:00-20:00,Tuesday,Commercial Street,0,Sunny,325,6,44,1
02:00-04:00,Thursday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,784,291,0
20:00-22:00,Saturday,JC Road Multi-Level Parking,1,Sunny,300,25,14,0
08:00-10:00,Sunday,"Phoenix Marketcity, Whitefield",0,Windy,2200,438,167,0
02:00-04:00,Sunday,"Phoenix Marketcity, Whitefield",1,Cloudy,2200,419,154,0
02:00-04:00,Sunday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,631,146,1
18:00-20:00,Monday,"Orion Mall, Malleshwaram",0,Sunny,6200,779,261,0
14:00-16:00,Monday,Church Street,0,Sunny,500,135,146,0
20:00-22:00,Saturday,KR Market Parking Complex,0,Sunny,370,15,35,0
20:00-22:00,Wednesday,Freedom Park,0,Cloudy,1400,199,55,0
08:00-10:00,Sunday,Citywide Parking Overview,1,Windy,5300,193,1459,0
10:00-12:00,Saturday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,348,111,0
02:00-04:00,Saturday,Church Street,0,Cloudy,500,63,46,1
20:00-22:00,Wednesday,Commercial Street,0,Rainy,325,21,84,0
12:00-14:00,Friday,Citywide Parking Overview,1,Sunny,5300,591,1197,0
10:00-12:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,903,256,0
16:00-18:00,Friday,"International Tech Park (ITPL), Whitefield",1,Windy,1400,204,49,0
18:00-20:00,Friday,Freedom Park,0,Rainy,1400,271,64,0
04:00-06:00,Monday,"Orion Mall, Malleshwaram",0,Rainy,6200,3536,221,0
00:00-02:00,Sunday,Freedom Park,0,Sunny,1400,146,182,0
10:00-12:00,Monday,"Manyata Tech Park, Hebbal",0,Rainy,1700,675,213,0
06:00-08:00,Thursday,KR Market Parking Complex,0,Sunny,370,25,106,0
16:00-18:00,Friday,Church Street,0,Rainy,500,40,80,0
16:00-18:00,Sunday,Commercial Street,0,Windy,325,9,38,1
16:00-18:00,Tuesday,"Total Mall, Old Airport Road",0,Rainy,300,20,23,0
12:00-14:00,Friday,"Phoenix Marketcity, Whitefield",1,Cloudy,2200,236,52,0
14:00-16:00,Monday,Citywide Parking Overview,0,Windy,5300,527,1166,0
10:00-12:00,Thursday,Brigade Road,0,Rainy,385,54,67,0
04:00-06:00,Saturday,"Manyata Tech Park, Hebbal",0,Sunny,1700,189,54,0
02:00-04:00,Monday,JC Road Multi-Level Parking,1,Cloudy,300,41,51,0
10:00-12:00,Saturday,Jayanagar 4th Block,0,Cloudy,550,43,57,0
22:00-24:00,Saturday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,369,126,0
08:00-10:00,Friday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,502,310,0
18:00-20:00,Thursday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,376,66,0
12:00-14:00,Monday,Commercial Street,0,Cloudy,325,18,178,0
22:00-24:00,Monday,KR Market Parking Complex,0,Cloudy,370,14,58,1
12:00-14:00,Monday,Indiranagar 100 Feet Road,0,Sunny,400,76,137,0
08:00-10:00,Sunday,Commercial Street,0,Windy,325,9,96,0
20:00-22:00,Sunday,"Mantri Square Mall, Malleswaram",0,Windy,2350,109,84,0
20:00-22:00,Thursday,Indiranagar 100 Feet Road,0,Rainy,400,26,42,0
16:00-18:00,Saturday,"International Tech Park (ITPL), Whitefield",1,Sunny,1400,95,61,0
08:00-10:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,468,75,1
02:00-04:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,128,108,0
04:00-06:00,Friday,Jayanagar 4th Block,0,Rainy,550,127,164,0
16:00-18:00,Friday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,272,97,0
18:00-20:00,Wednesday,Indiranagar 100 Feet Road,0,Windy,400,26,55,1
04:00-06:00,Sunday,Indiranagar 100 Feet Road,1,Windy,400,33,56,0
10:00-12:00,Sunday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,373,218,0
04:00-06:00,Friday,Commercial Street,0,Cloudy,325,48,200,0
18:00-20:00,Friday,Freedom Park,0,Rainy,1400,122,135,0
08:00-10:00,Sunday,"Total Mall, Old Airport Road",0,Rainy,300,40,77,0
22:00-24:00,Sunday,"Manyata Tech Park, Hebbal",0,Windy,1700,208,78,0
10:00-12:00,Monday,Church Street,1,Rainy,500,42,46,1
20:00-22:00,Saturday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,273,47,1
18:00-20:00,Saturday,Freedom Park,0,Sunny,1400,182,49,0
16:00-18:00,Saturday,KR Market Parking Complex,1,Windy,370,7,31,1
12:00-14:00,Friday,Commercial Street,1,Sunny,325,22,75,1
06:00-08:00,Sunday,Citywide Parking Overview,0,Windy,5300,568,1527,0
22:00-24:00,Sunday,"Total Mall, Old Airport Road",0,Sunny,300,11,66,1
18:00-20:00,Friday,"Manyata Tech Park, Hebbal",0,Windy,1700,287,131,0
20:00-22:00,Friday,Jayanagar 4th Block,0,Sunny,550,48,61,0
04:00-06:00,Saturday,JC Road Multi-Level Parking,0,Windy,300,58,33,1
00:00-02:00,Saturday,Commercial Street,0,Sunny,325,10,55,0
10:00-12:00,Thursday,Commercial Street,0,Rainy,325,31,147,0
02:00-04:00,Sunday,"Orion Mall, Malleshwaram",0,Cloudy,6200,1221,293,0
18:00-20:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,169,58,0
22:00-24:00,Saturday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,399,116,0
12:00-14:00,Saturday,"Total Mall, Old Airport Road",0,Cloudy,300,19,49,0
06:00-08:00,Thursday,KR Market Parking Complex,0,Windy,370,43,122,0
16:00-18:00,Sunday,Jayanagar 4th Block,0,Sunny,550,25,50,0
08:00-10:00,Tuesday,"Manyata Tech Park, Hebbal",0,Sunny,1700,617,330,0
06:00-08:00,Monday,"Manyata Tech Park, Hebbal",0,Windy,1700,674,215,0
16:00-18:00,Tuesday,Commercial Street,1,Windy,325,11,50,0
00:00-02:00,Tuesday,Citywide Parking Overview,0,Cloudy,5300,398,1799,0
12:00-14:00,Thursday,Jayanagar 4th Block,0,Cloudy,550,130,120,0
04:00-06:00,Saturday,Brigade Road,0,Sunny,385,18,86,0
12:00-14:00,Thursday,JC Road Multi-Level Parking,0,Windy,300,53,35,0
06:00-08:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,1066,218,0
12:00-14:00,Sunday,"Orion Mall, Malleshwaram",0,Cloudy,6200,1195,159,0
06:00-08:00,Thursday,Indiranagar 100 Feet Road,0,Rainy,400,38,123,0
22:00-24:00,Saturday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,285,114,0
06:00-08:00,Sunday,Jayanagar 4th Block,0,Sunny,550,102,55,0
02:00-04:00,Sunday,Brigade Road,0,Cloudy,385,33,47,1
02:00-04:00,Tuesday,KR Market Parking Complex,0,Sunny,370,21,132,0
00:00-02:00,Sunday,Jayanagar 4th Block,0,Sunny,550,31,93,0
12:00-14:00,Wednesday,Brigade Road,0,Cloudy,385,43,116,0
20:00-22:00,Friday,JC Road Multi-Level Parking,0,Windy,300,21,21,0
10:00-12:00,Sunday,"International Tech Park (ITPL), Whitefield",1,Rainy,1400,242,142,0
08:00-10:00,Saturday,Freedom Park,0,Windy,1400,332,90,1
08:00-10:00,Sunday,Church Street,0,Windy,500,40,73,0
14:00-16:00,Sunday,Indiranagar 100 Feet Road,0,Sunny,400,18,83,0
00:00-02:00,Monday,"Manyata Tech Park, Hebbal",1,Rainy,1700,187,250,0
12:00-14:00,Sunday,Indiranagar 100 Feet Road,0,Sunny,400,58,32,0
08:00-10:00,Friday,"Mantri Square Mall, Malleswaram",1,Sunny,2350,765,105,0
04:00-06:00,Thursday,KR Market Parking Complex,1,Sunny,370,18,82,0
20:00-22:00,Friday,Church Street,0,Rainy,500,71,64,0
06:00-08:00,Friday,Brigade Road,0,Sunny,385,58,92,0
16:00-18:00,Monday,JC Road Multi-Level Parking,0,Windy,300,13,39,1
20:00-22:00,Sunday,KR Market Parking Complex,0,Sunny,370,11,34,1
02:00-04:00,Tuesday,JC Road Multi-Level Parking,0,Sunny,300,59,38,1
14:00-16:00,Saturday,Church Street,1,Windy,500,33,52,0
02:00-04:00,Tuesday,"Total Mall, Old Airport Road",0,Sunny,300,37,103,0
00:00-02:00,Saturday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,704,105,0
02:00-04:00,Monday,Indiranagar 100 Feet Road,0,Sunny,400,41,74,0
04:00-06:00,Sunday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,506,150,0
04:00-06:00,Saturday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,440,63,1
14:00-16:00,Friday,Indiranagar 100 Feet Road,0,Cloudy,400,108,69,0
02:00-04:00,Monday,KR Market Parking Complex,0,Windy,370,22,104,0
12:00-14:00,Saturday,Jayanagar 4th Block,0,Windy,550,104,108,0
20:00-22:00,Sunday,JC Road Multi-Level Parking,0,Windy,300,12,15,0
00:00-02:00,Sunday,Brigade Road,1,Cloudy,385,17,82,0
00:00-02:00,Friday,Jayanagar 4th Block,0,Cloudy,550,55,147,0
02:00-04:00,Sunday,"Total Mall, Old Airport Road",0,Cloudy,300,45,44,1
22:00-24:00,Tuesday,"Total Mall, Old Airport Road",0,Sunny,300,22,108,0
20:00-22:00,Thursday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,194,95,1
12:00-14:00,Wednesday,Indiranagar 100 Feet Road,1,Sunny,400,43,35,1
16:00-18:00,Monday,"Orion Mall, Malleshwaram",0,Cloudy,6200,519,157,1
18:00-20:00,Friday,KR Market Parking Complex,1,Rainy,370,6,49,1
02:00-04:00,Tuesday,"Orion Mall, Malleshwaram",0,Windy,6200,1349,280,0
20:00-22:00,Monday,Brigade Road,1,Cloudy,385,6,29,0
14:00-16:00,Sunday,Jayanagar 4th Block,0,Sunny,550,83,53,0
08:00-10:00,Sunday,Jayanagar 4th Block,0,Sunny,550,112,67,1
10:00-12:00,Tuesday,JC Road Multi-Level Parking,0,Rainy,300,108,68,0
04:00-06:00,Sunday,"Manyata Tech Park, Hebbal",0,Rainy,1700,134,210,0
22:00-24:00,Tuesday,"Manyata Tech Park, Hebbal",0,Sunny,1700,239,127,0
22:00-24:00,Friday,KR Market Parking Complex,1,Sunny,370,16,92,0
10:00-12:00,Saturday,"Total Mall, Old Airport Road",0,Windy,300,28,48,0
20:00-22:00,Tuesday,"Total Mall, Old Airport Road",1,Windy,300,8,22,0
02:00-04:00,Monday,Brigade Road,0,Cloudy,385,57,157,0
12:00-14:00,Wednesday,"Orion Mall, Malleshwaram",1,Sunny,6200,2690,373,0
00:00-02:00,Friday,Jayanagar 4th Block,0,Cloudy,550,156,216,0
20:00-22:00,Thursday,Church Street,0,Sunny,500,49,91,0
00:00-02:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,980,120,0
18:00-20:00,Saturday,Church Street,1,Sunny,500,23,27,0
06:00-08:00,Tuesday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,644,253,0
14:00-16:00,Monday,Indiranagar 100 Feet Road,0,Windy,400,58,69,0
06:00-08:00,Sunday,"Orion Mall, Malleshwaram",1,Rainy,6200,1488,391,0
04:00-06:00,Friday,Brigade Road,1,Rainy,385,18,44,0
04:00-06:00,Saturday,Jayanagar 4th Block,0,Rainy,550,31,51,0
16:00-18:00,Friday,KR Market Parking Complex,0,Windy,370,15,91,0
08:00-10:00,Monday,"Total Mall, Old Airport Road",0,Rainy,300,18,44,1
02:00-04:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,805,132,0
04:00-06:00,Friday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,154,108,1
06:00-08:00,Wednesday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,532,272,0
20:00-22:00,Saturday,"Total Mall, Old Airport Road",0,Sunny,300,10,37,0
10:00-12:00,Friday,Church Street,0,Windy,500,72,159,0
22:00-24:00,Wednesday,Jayanagar 4th Block,0,Rainy,550,188,157,0
18:00-20:00,Wednesday,Commercial Street,0,Cloudy,325,22,75,0
22:00-24:00,Saturday,"Total Mall, Old Airport Road",0,Sunny,300,30,44,0
12:00-14:00,Sunday,Church Street,1,Cloudy,500,57,76,0
00:00-02:00,Monday,JC Road Multi-Level Parking,0,Sunny,300,38,79,0
04:00-06:00,Sunday,Freedom Park,1,Rainy,1400,273,174,0
00:00-02:00,Monday,Brigade Road,0,Windy,385,33,129,0
12:00-14:00,Wednesday,Indiranagar 100 Feet Road,0,Cloudy,400,95,176,0
10:00-12:00,Friday,Citywide Parking Overview,1,Cloudy,5300,260,1069,0
18:00-20:00,Saturday,Jayanagar 4th Block,0,Cloudy,550,48,30,0
00:00-02:00,Wednesday,Citywide Parking Overview,0,Windy,5300,399,1667,0
08:00-10:00,Thursday,Jayanagar 4th Block,0,Windy,550,86,102,0
20:00-22:00,Sunday,JC Road Multi-Level Parking,0,Windy,300,26,12,0
22:00-24:00,Sunday,Church Street,0,Cloudy,500,67,58,1
20:00-22:00,Sunday,Indiranagar 100 Feet Road,0,Windy,400,16,18,0
12:00-14:00,Sunday,"Orion Mall, Malleshwaram",0,Sunny,6200,950,221,0
14:00-16:00,Tuesday,"Orion Mall, Malleshwaram",0,Cloudy,6200,1073,281,1
20:00-22:00,Tuesday,Freedom Park,0,Windy,1400,224,42,0
04:00-06:00,Saturday,Indiranagar 100 Feet Road,0,Rainy,400,41,54,0
22:00-24:00,Monday,Commercial Street,0,Rainy,325,35,185,0
22:00-24:00,Tuesday,JC Road Multi-Level Parking,0,Windy,300,66,49,0
14:00-16:00,Friday,KR Market Parking Complex,1,Cloudy,370,21,76,0
10:00-12:00,Saturday,"Mantri Square Mall, Malleswaram",0,Windy,2350,411,156,0
22:00-24:00,Friday,Church Street,1,Windy,500,66,56,0
10:00-12:00,Tuesday,Church Street,1,Rainy,500,30,57,1
04:00-06:00,Monday,"Manyata Tech Park, Hebbal",0,Sunny,1700,604,217,0
14:00-16:00,Thursday,Indiranagar 100 Feet Road,1,Windy,400,70,62,0
02:00-04:00,Thursday,Jayanagar 4th Block,0,Cloudy,550,190,131,0
10:00-12:00,Monday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,1089,306,0
04:00-06:00,Wednesday,Brigade Road,0,Rainy,385,46,130,0
00:00-02:00,Monday,"Orion Mall, Malleshwaram",0,Windy,6200,1411,496,0
